Feedback_ID,Product_ID,Country_ID,Year,Rating,Recommendation_Flag,Feedback_Category,Is_Negative
F034872,2,1,2023,3.76,0,Charging Infrastructure,0
F034873,1,2,2022,4.48,1,Software & UI,1
F034874,3,4,2023,4.65,1,Battery Performance,0
F034875,1,4,2026,3.87,0,Battery Performance,0
F034876,3,1,2025,5.0,1,Charging Infrastructure,0
F034877,4,7,2026,3.79,0,Price & Value,1
F034878,2,7,2025,4.61,1,Build Quality,0
F034879,3,11,2023,4.41,1,Battery Performance,0
F034880,4,12,2026,3.79,0,Software & UI,0
F034881,3,11,2025,4.0,1,Charging Infrastructure,0
F034882,4,5,2026,3.27,0,Software & UI,0
F034883,2,3,2023,4.91,1,Software & UI,0
F034884,1,9,2022,3.88,0,Charging Infrastructure,0
F034885,3,2,2024,3.99,0,Charging Infrastructure,0
F034886,1,12,2024,3.7,0,Charging Infrastructure,1
F034887,4,10,2025,4.18,1,Battery Performance,1
F034888,2,7,2025,5.0,1,Build Quality,0
F034889,3,4,2023,4.7,1,Software & UI,0
F034890,4,1,2024,4.1,1,Service Experience,0
F034891,1,5,2022,3.4,0,Battery Performance,1
F034892,3,5,2024,3.6,0,Build Quality,0
F034893,2,1,2025,5.0,1,Build Quality,0
F034894,3,4,2026,4.98,1,Service Experience,0
F034895,1,6,2024,3.92,0,Build Quality,1
F034896,1,2,2025,4.02,1,Battery Performance,1
F034897,4,11,2022,3.76,0,Service Experience,1
F034898,3,1,2022,4.79,1,Service Experience,0
F034899,3,3,2026,3.44,0,Charging Infrastructure,0
F034900,2,4,2026,4.53,1,Charging Infrastructure,0
F034901,2,5,2022,4.03,1,Build Quality,0
F034902,2,1,2024,5.0,0,Price & Value,0
F034903,1,1,2025,3.59,0,Software & UI,0
F034904,1,8,2023,4.18,1,Charging Infrastructure,1
F034905,3,7,2023,4.42,1,Build Quality,0
F034906,4,1,2026,3.61,0,Software & UI,0
F034907,3,3,2024,4.25,1,Battery Performance,0
F034908,2,6,2023,4.71,1,Service Experience,0
F034909,2,9,2023,4.39,1,Charging Infrastructure,0
F034910,2,6,2024,4.48,1,Build Quality,1
F034911,2,9,2025,3.95,0,Battery Performance,0
F034912,1,1,2024,3.32,0,Price & Value,0
F034913,3,4,2026,3.86,0,Battery Performance,0
F034914,3,3,2024,4.52,1,Battery Performance,0
F034915,3,7,2025,2.71,0,Charging Infrastructure,0
F034916,3,5,2024,3.42,0,Software & UI,1
F034917,4,5,2025,3.4,0,Service Experience,1
F034918,3,10,2022,4.75,1,Build Quality,0
F034919,4,3,2025,4.41,1,Price & Value,0
F034920,4,2,2024,4.14,0,Build Quality,0
F034921,3,1,2025,3.93,0,Price & Value,0
F034922,2,4,2022,4.46,1,Build Quality,1
F034923,1,3,2024,3.08,0,Charging Infrastructure,0
F034924,1,6,2024,4.19,1,Charging Infrastructure,0
F034925,1,1,2022,3.29,0,Charging Infrastructure,1
F034926,3,2,2025,3.86,0,Price & Value,0
F034927,2,1,2026,3.64,0,Build Quality,0
F034928,3,3,2025,4.7,1,Service Experience,0
F034929,4,11,2024,4.34,1,Charging Infrastructure,0
F034930,2,11,2024,3.72,0,Price & Value,0
F034931,1,4,2022,4.33,1,Price & Value,1
F034932,4,2,2024,3.77,0,Charging Infrastructure,0
F034933,3,6,2026,4.93,1,Software & UI,0
F034934,2,3,2023,4.9,1,Price & Value,0
F034935,3,9,2022,3.56,0,Battery Performance,0
F034936,2,10,2026,5.0,1,Battery Performance,0
F034937,1,2,2023,3.81,0,Software & UI,0
F034938,1,2,2025,3.16,0,Battery Performance,0
F034939,1,7,2025,3.82,0,Charging Infrastructure,0
F034940,3,2,2024,4.46,0,Battery Performance,0
F034941,4,3,2026,4.06,0,Software & UI,0
F034942,4,8,2026,4.41,1,Charging Infrastructure,0
F034943,1,6,2026,2.84,0,Build Quality,0
F034944,4,12,2024,4.09,1,Price & Value,0
F034945,3,3,2025,4.46,1,Battery Performance,0
F034946,1,6,2026,3.72,0,Battery Performance,0
F034947,1,11,2022,4.43,1,Service Experience,0
F034948,1,9,2022,4.1,1,Build Quality,1
F034949,1,4,2023,3.88,0,Build Quality,0
F034950,1,11,2023,4.01,1,Software & UI,0
F034951,1,1,2024,3.52,0,Build Quality,0
F034952,2,1,2026,4.55,1,Build Quality,0
F034953,2,1,2025,4.13,1,Battery Performance,0
F034954,1,1,2022,4.61,1,Battery Performance,0
F034955,4,3,2022,3.71,0,Software & UI,0
F034956,4,5,2022,3.34,0,Battery Performance,1
F034957,2,11,2022,4.87,1,Battery Performance,0
F034958,1,2,2024,3.73,0,Battery Performance,0
F034959,1,10,2024,3.81,0,Price & Value,0
F034960,1,8,2024,3.36,0,Charging Infrastructure,0
F034961,2,8,2024,3.81,0,Build Quality,0
F034962,2,2,2023,4.57,0,Service Experience,1
F034963,1,11,2024,3.61,0,Build Quality,0
F034964,4,3,2023,4.16,1,Battery Performance,0
F034965,1,6,2022,3.57,0,Build Quality,0
F034966,1,3,2026,4.14,1,Battery Performance,0
F034967,1,6,2023,3.34,0,Charging Infrastructure,0
F034968,3,12,2022,4.21,1,Service Experience,0
F034969,1,4,2025,4.35,1,Charging Infrastructure,0
F034970,1,9,2025,3.74,0,Build Quality,0
F034971,1,1,2024,3.27,0,Service Experience,1
F034972,4,6,2022,3.93,0,Price & Value,0
F034973,3,3,2026,4.81,1,Charging Infrastructure,0
F034974,3,5,2024,4.86,1,Battery Performance,0
F034975,1,1,2024,4.27,1,Build Quality,0
F034976,2,2,2022,3.84,0,Build Quality,1
F034977,2,5,2022,4.4,1,Battery Performance,0
F034978,1,5,2022,3.88,0,Charging Infrastructure,1
F034979,1,7,2024,4.26,1,Price & Value,0
F034980,2,1,2022,4.85,1,Battery Performance,0
F034981,4,12,2025,3.98,0,Software & UI,0
F034982,3,11,2025,4.82,1,Service Experience,0
F034983,4,2,2025,3.5,0,Software & UI,0
F034984,1,8,2022,2.79,0,Battery Performance,0
F034985,2,4,2024,5.0,0,Price & Value,0
F034986,3,5,2026,3.55,0,Battery Performance,0
F034987,1,9,2026,4.03,1,Charging Infrastructure,0
F034988,2,4,2023,4.39,1,Build Quality,0
F034989,1,11,2024,3.55,0,Software & UI,1
F034990,1,8,2025,3.3,0,Battery Performance,0
F034991,3,5,2025,3.81,0,Build Quality,0
F034992,1,6,2025,3.43,0,Battery Performance,0
F034993,1,7,2026,4.15,1,Service Experience,0
F034994,1,7,2024,3.7,0,Software & UI,0
F034995,2,12,2024,4.76,1,Battery Performance,0
F034996,2,1,2026,5.0,1,Build Quality,0
F034997,4,7,2022,4.1,0,Software & UI,0
F034998,1,1,2022,3.31,0,Price & Value,0
F034999,1,4,2024,3.61,0,Charging Infrastructure,1
F035000,4,5,2023,4.12,0,Build Quality,0
F035001,2,2,2023,4.48,1,Charging Infrastructure,0
F035002,4,2,2025,4.56,1,Service Experience,0
F035003,3,4,2024,4.4,1,Battery Performance,0
F035004,1,1,2026,3.86,0,Price & Value,1
F035005,4,6,2022,4.1,1,Software & UI,0
F035006,3,5,2025,3.92,0,Price & Value,0
F035007,1,6,2025,3.91,0,Build Quality,0
F035008,3,3,2026,4.02,1,Battery Performance,0
F035009,1,4,2022,4.32,1,Battery Performance,0
F035010,3,2,2026,4.34,1,Software & UI,0
F035011,3,4,2025,3.91,0,Battery Performance,0
F035012,1,3,2024,4.47,1,Software & UI,0
F035013,2,4,2024,4.5,1,Price & Value,0
F035014,2,3,2025,4.11,0,Price & Value,1
F035015,3,1,2022,4.11,1,Charging Infrastructure,0
F035016,2,7,2026,5.0,0,Charging Infrastructure,0
F035017,3,2,2024,4.5,1,Charging Infrastructure,0
F035018,1,1,2026,4.47,1,Build Quality,0
F035019,4,4,2022,3.51,0,Service Experience,0
F035020,1,5,2023,4.13,1,Software & UI,0
F035021,1,1,2026,4.23,1,Software & UI,0
F035022,2,10,2023,4.7,0,Build Quality,0
F035023,1,12,2026,3.69,0,Build Quality,0
F035024,1,1,2022,3.35,0,Price & Value,0
F035025,2,10,2025,4.98,1,Software & UI,0
F035026,3,2,2026,5.0,1,Battery Performance,0
F035027,1,3,2023,4.4,1,Software & UI,0
F035028,1,10,2024,3.94,0,Battery Performance,0
F035029,3,4,2023,4.97,1,Software & UI,1
F035030,4,3,2025,4.23,1,Battery Performance,0
F035031,3,5,2023,4.53,1,Charging Infrastructure,0
F035032,4,9,2022,3.41,0,Battery Performance,0
F035033,1,7,2024,3.15,0,Battery Performance,0
F035034,1,3,2023,4.79,1,Software & UI,0
F035035,1,2,2026,3.74,0,Battery Performance,0
F035036,3,5,2024,3.8,0,Battery Performance,0
F035037,2,4,2022,4.68,1,Software & UI,0
F035038,4,8,2023,4.23,1,Charging Infrastructure,0
F035039,3,11,2024,5.0,1,Battery Performance,0
F035040,1,2,2023,3.97,0,Charging Infrastructure,0
F035041,3,2,2025,4.31,0,Price & Value,0
F035042,1,4,2022,4.04,1,Build Quality,0
F035043,3,8,2026,3.71,0,Charging Infrastructure,0
F035044,1,2,2023,2.93,0,Battery Performance,0
F035045,3,4,2023,4.29,1,Software & UI,0
F035046,3,3,2024,4.43,0,Battery Performance,0
F035047,3,9,2024,3.98,0,Build Quality,1
F035048,1,1,2022,3.98,0,Charging Infrastructure,0
F035049,1,7,2023,2.71,0,Build Quality,0
F035050,1,12,2023,4.18,0,Battery Performance,1
F035051,1,5,2024,3.58,0,Service Experience,1
F035052,1,3,2023,3.33,0,Build Quality,0
F035053,1,1,2023,4.38,1,Software & UI,1
F035054,1,1,2024,3.25,0,Build Quality,1
F035055,1,2,2023,3.85,0,Price & Value,1
F035056,1,1,2023,3.69,0,Software & UI,0
F035057,1,1,2024,3.68,0,Battery Performance,1
F035058,3,8,2025,3.16,0,Price & Value,0
F035059,1,12,2025,3.77,0,Price & Value,0
F035060,3,9,2025,4.31,1,Battery Performance,0
F035061,1,1,2023,4.2,1,Service Experience,0
F035062,4,7,2025,3.38,0,Charging Infrastructure,0
F035063,1,9,2024,3.86,0,Battery Performance,1
F035064,4,3,2022,4.44,1,Battery Performance,0
F035065,3,8,2025,4.47,1,Battery Performance,0
F035066,1,9,2023,3.62,0,Build Quality,0
F035067,1,2,2023,3.32,0,Build Quality,0
F035068,1,5,2024,3.9,0,Software & UI,1
F035069,1,8,2024,3.47,0,Charging Infrastructure,0
F035070,2,3,2022,4.81,0,Build Quality,0
F035071,2,10,2026,3.54,0,Price & Value,0
F035072,1,3,2026,4.31,1,Software & UI,1
F035073,2,2,2023,3.81,0,Software & UI,0
F035074,1,2,2025,3.85,0,Battery Performance,0
F035075,3,6,2025,3.97,0,Charging Infrastructure,0
F035076,4,11,2026,4.05,1,Service Experience,0
F035077,3,10,2025,3.99,0,Battery Performance,0
F035078,1,8,2022,3.79,0,Software & UI,1
F035079,1,10,2026,4.31,1,Software & UI,0
F035080,3,6,2025,3.86,0,Service Experience,0
F035081,2,7,2022,4.21,1,Software & UI,0
F035082,2,4,2024,4.13,0,Service Experience,0
F035083,1,8,2024,4.62,1,Software & UI,1
F035084,3,5,2026,4.31,1,Service Experience,0
F035085,3,5,2023,4.57,1,Build Quality,0
F035086,2,7,2026,5.0,1,Software & UI,0
F035087,3,8,2025,4.89,1,Service Experience,1
F035088,3,1,2024,3.97,0,Price & Value,0
F035089,3,5,2023,4.2,0,Battery Performance,0
F035090,1,2,2024,3.29,0,Software & UI,1
F035091,2,4,2026,4.72,0,Price & Value,0
F035092,2,11,2024,3.77,0,Charging Infrastructure,0
F035093,2,3,2023,4.31,1,Build Quality,0
F035094,1,8,2024,3.61,0,Software & UI,0
F035095,2,5,2024,4.29,1,Charging Infrastructure,0
F035096,1,12,2026,3.27,0,Price & Value,0
F035097,1,10,2023,3.94,0,Price & Value,1
F035098,1,1,2023,3.83,0,Charging Infrastructure,1
F035099,1,9,2024,3.47,0,Charging Infrastructure,0
F035100,2,2,2022,4.78,1,Charging Infrastructure,1
F035101,2,2,2023,4.44,1,Charging Infrastructure,0
F035102,3,5,2023,3.9,0,Service Experience,0
F035103,1,1,2024,3.72,0,Charging Infrastructure,1
F035104,1,8,2024,3.88,0,Price & Value,0
F035105,1,7,2024,3.47,0,Battery Performance,0
F035106,1,7,2024,3.98,0,Battery Performance,0
F035107,1,7,2026,4.36,1,Service Experience,0
F035108,4,1,2022,3.81,0,Charging Infrastructure,0
F035109,1,4,2022,4.11,1,Charging Infrastructure,0
F035110,3,8,2022,3.13,0,Build Quality,0
F035111,4,1,2023,4.97,1,Charging Infrastructure,0
F035112,2,12,2023,4.26,1,Service Experience,0
F035113,2,3,2025,4.01,0,Software & UI,1
F035114,1,10,2026,3.04,0,Charging Infrastructure,0
F035115,4,1,2023,4.27,1,Software & UI,1
F035116,1,1,2024,3.44,0,Charging Infrastructure,0
F035117,3,6,2026,4.24,1,Price & Value,0
F035118,3,3,2024,4.17,1,Battery Performance,0
F035119,3,7,2026,3.83,0,Charging Infrastructure,0
F035120,3,10,2024,4.31,1,Software & UI,0
F035121,1,4,2022,3.88,0,Charging Infrastructure,1
F035122,3,2,2026,3.61,0,Price & Value,0
F035123,1,2,2026,3.81,0,Build Quality,0
F035124,4,2,2024,2.48,0,Battery Performance,0
F035125,3,3,2026,3.31,0,Service Experience,0
F035126,4,9,2026,3.51,0,Service Experience,0
F035127,2,1,2025,4.5,1,Build Quality,0
F035128,2,1,2023,3.94,0,Charging Infrastructure,0
F035129,4,8,2025,3.6,0,Price & Value,1
F035130,1,7,2024,3.77,0,Battery Performance,1
F035131,1,6,2024,4.45,1,Charging Infrastructure,0
F035132,4,4,2024,3.93,0,Price & Value,0
F035133,4,2,2022,4.39,1,Build Quality,0
F035134,1,1,2026,3.59,0,Software & UI,0
F035135,3,4,2025,3.99,0,Software & UI,1
F035136,2,9,2024,4.02,1,Software & UI,0
F035137,3,2,2025,4.11,1,Software & UI,0
F035138,4,2,2022,3.91,0,Charging Infrastructure,0
F035139,1,7,2024,4.14,1,Charging Infrastructure,0
F035140,3,1,2024,3.78,0,Battery Performance,0
F035141,4,3,2024,4.35,1,Service Experience,0
F035142,2,11,2022,4.68,1,Charging Infrastructure,1
F035143,3,1,2022,4.68,1,Service Experience,0
F035144,3,10,2024,3.31,0,Build Quality,0
F035145,2,6,2023,4.35,1,Build Quality,0
F035146,1,9,2024,4.36,1,Build Quality,0
F035147,3,9,2026,5.0,1,Charging Infrastructure,0
F035148,2,8,2023,4.41,1,Software & UI,0
F035149,3,1,2025,4.72,1,Build Quality,1
F035150,3,2,2024,3.42,0,Battery Performance,0
F035151,1,3,2022,4.0,0,Software & UI,0
F035152,3,5,2026,4.45,1,Build Quality,0
F035153,3,5,2025,3.87,0,Build Quality,1
F035154,3,1,2025,3.65,0,Battery Performance,0
F035155,1,8,2022,3.82,0,Battery Performance,0
F035156,3,4,2024,4.11,1,Price & Value,0
F035157,1,3,2025,3.21,0,Battery Performance,0
F035158,2,6,2026,5.0,1,Battery Performance,0
F035159,4,9,2024,3.47,0,Software & UI,0
F035160,2,4,2026,4.43,1,Build Quality,0
F035161,3,9,2025,4.24,1,Charging Infrastructure,0
F035162,1,3,2023,3.49,0,Charging Infrastructure,1
F035163,2,1,2026,5.0,1,Charging Infrastructure,0
F035164,3,2,2022,3.74,0,Charging Infrastructure,1
F035165,2,12,2022,4.85,1,Charging Infrastructure,0
F035166,2,10,2025,4.1,1,Software & UI,0
F035167,4,7,2025,3.58,0,Service Experience,0
F035168,2,5,2022,4.77,1,Service Experience,0
F035169,2,11,2022,5.0,0,Service Experience,0
F035170,4,8,2023,4.09,1,Build Quality,0
F035171,2,1,2022,4.35,1,Service Experience,0
F035172,3,3,2024,4.24,1,Charging Infrastructure,0
F035173,2,6,2024,4.16,0,Battery Performance,0
F035174,3,5,2023,4.33,1,Software & UI,0
F035175,4,3,2023,3.89,0,Software & UI,1
F035176,4,3,2025,3.94,0,Software & UI,0
F035177,1,5,2022,3.01,0,Charging Infrastructure,0
F035178,3,2,2023,4.11,1,Service Experience,0
F035179,4,8,2024,4.01,1,Battery Performance,1
F035180,1,2,2024,4.27,0,Charging Infrastructure,0
F035181,3,10,2023,4.69,1,Service Experience,0
F035182,2,7,2025,4.41,1,Software & UI,1
F035183,1,1,2025,3.01,0,Software & UI,0
F035184,3,5,2025,3.92,0,Battery Performance,1
F035185,1,9,2026,3.57,0,Charging Infrastructure,0
F035186,1,10,2025,3.83,0,Charging Infrastructure,1
F035187,1,4,2024,3.78,0,Battery Performance,0
F035188,1,10,2022,4.18,0,Service Experience,0
F035189,4,10,2022,3.95,0,Build Quality,0
F035190,1,12,2022,3.47,0,Price & Value,1
F035191,2,2,2025,4.26,1,Build Quality,0
F035192,1,3,2023,3.81,0,Build Quality,1
F035193,1,2,2023,3.58,0,Software & UI,0
F035194,2,2,2024,4.2,1,Build Quality,0
F035195,4,6,2024,3.12,0,Battery Performance,0
F035196,1,5,2022,3.98,0,Software & UI,1
F035197,4,1,2026,3.4,0,Service Experience,0
F035198,3,3,2026,4.56,1,Battery Performance,0
F035199,3,2,2026,3.93,0,Charging Infrastructure,0
F035200,2,2,2024,4.56,1,Price & Value,0
F035201,4,6,2024,3.5,0,Price & Value,0
F035202,1,4,2023,4.18,1,Battery Performance,0
F035203,2,3,2023,4.22,1,Build Quality,0
F035204,4,4,2025,4.01,1,Build Quality,0
F035205,1,7,2025,3.84,0,Software & UI,0
F035206,1,7,2025,3.38,0,Battery Performance,1
F035207,3,3,2023,4.58,1,Service Experience,0
F035208,1,8,2022,3.94,0,Software & UI,0
F035209,3,5,2023,3.96,0,Service Experience,0
F035210,1,4,2026,4.67,1,Price & Value,0
F035211,1,1,2024,3.75,0,Price & Value,0
F035212,1,9,2024,4.08,1,Battery Performance,1
F035213,1,1,2025,4.18,1,Battery Performance,0
F035214,1,5,2025,3.59,0,Software & UI,0
F035215,3,2,2023,4.48,1,Build Quality,0
F035216,1,11,2025,3.86,0,Build Quality,0
F035217,4,5,2025,4.13,1,Software & UI,0
F035218,3,6,2023,4.14,1,Build Quality,0
F035219,1,8,2024,2.79,0,Build Quality,0
F035220,1,7,2024,3.04,0,Software & UI,1
F035221,2,3,2023,4.22,1,Software & UI,0
F035222,1,7,2024,3.77,0,Charging Infrastructure,0
F035223,2,1,2023,3.67,0,Charging Infrastructure,0
F035224,2,5,2025,4.08,0,Battery Performance,0
F035225,3,6,2026,3.89,0,Battery Performance,0
F035226,4,2,2023,4.25,0,Build Quality,1
F035227,3,1,2023,4.04,1,Battery Performance,0
F035228,3,1,2024,4.03,0,Price & Value,0
F035229,1,8,2025,3.22,0,Software & UI,1
F035230,2,3,2023,3.81,0,Battery Performance,0
F035231,1,1,2023,4.41,1,Charging Infrastructure,1
F035232,1,4,2026,3.52,0,Service Experience,0
F035233,3,10,2026,4.49,1,Build Quality,0
F035234,1,2,2024,3.12,0,Software & UI,0
F035235,2,2,2022,4.8,1,Service Experience,0
F035236,1,1,2025,3.41,0,Software & UI,1
F035237,3,12,2026,4.74,1,Price & Value,0
F035238,3,8,2022,4.65,1,Price & Value,0
F035239,1,4,2026,4.58,1,Battery Performance,0
F035240,3,6,2023,4.93,1,Battery Performance,0
F035241,2,6,2026,4.66,1,Software & UI,0
F035242,1,5,2026,3.98,0,Price & Value,1
F035243,3,8,2025,4.54,1,Software & UI,0
F035244,4,3,2025,3.51,0,Build Quality,0
F035245,1,7,2024,3.35,0,Software & UI,0
F035246,2,6,2026,5.0,0,Software & UI,0
F035247,1,4,2025,3.55,0,Battery Performance,1
F035248,3,3,2026,4.04,1,Charging Infrastructure,0
F035249,1,10,2025,3.39,0,Battery Performance,1
F035250,2,5,2023,4.06,0,Price & Value,0
F035251,3,3,2026,4.79,1,Software & UI,0
F035252,3,1,2023,4.65,1,Battery Performance,0
F035253,1,4,2024,3.5,0,Software & UI,0
F035254,3,2,2022,4.12,1,Service Experience,0
F035255,1,2,2024,3.82,0,Build Quality,0
F035256,3,2,2023,3.6,0,Battery Performance,0
F035257,2,1,2024,3.6,0,Build Quality,0
F035258,2,3,2025,4.48,1,Battery Performance,0
F035259,2,6,2024,4.97,1,Software & UI,0
F035260,3,7,2023,3.58,0,Service Experience,0
F035261,1,5,2025,4.31,1,Battery Performance,1
F035262,1,2,2022,3.69,0,Battery Performance,0
F035263,2,4,2022,4.59,1,Battery Performance,0
F035264,3,1,2026,4.22,1,Battery Performance,0
F035265,4,3,2026,4.6,1,Build Quality,0
F035266,1,1,2025,3.66,0,Build Quality,0
F035267,1,9,2023,3.53,0,Service Experience,0
F035268,1,5,2023,2.97,0,Build Quality,0
F035269,3,2,2024,4.05,1,Battery Performance,1
F035270,1,1,2022,3.38,0,Price & Value,0
F035271,2,3,2024,3.9,0,Software & UI,0
F035272,2,2,2022,4.02,1,Price & Value,0
F035273,4,2,2023,4.7,1,Software & UI,0
F035274,2,2,2026,4.28,1,Battery Performance,0
F035275,4,2,2023,3.69,0,Software & UI,0
F035276,1,5,2023,3.36,0,Charging Infrastructure,0
F035277,1,11,2024,4.32,0,Build Quality,0
F035278,1,5,2025,3.7,0,Battery Performance,0
F035279,2,3,2025,4.53,1,Software & UI,0
F035280,1,9,2023,2.75,0,Build Quality,0
F035281,2,7,2023,4.07,0,Battery Performance,0
F035282,2,4,2025,5.0,1,Battery Performance,1
F035283,1,9,2025,3.83,0,Battery Performance,0
F035284,1,6,2022,3.17,0,Software & UI,0
F035285,1,4,2025,3.76,0,Service Experience,0
F035286,3,4,2022,3.26,0,Service Experience,0
F035287,2,7,2023,4.46,1,Charging Infrastructure,0
F035288,2,12,2022,4.17,1,Build Quality,0
F035289,1,1,2024,3.4,0,Price & Value,0
F035290,3,1,2025,4.38,1,Charging Infrastructure,0
F035291,1,4,2025,3.72,0,Price & Value,0
F035292,3,10,2025,4.65,0,Service Experience,0
F035293,3,6,2023,4.44,0,Battery Performance,0
F035294,2,1,2024,3.86,0,Charging Infrastructure,0
F035295,3,3,2026,3.92,0,Charging Infrastructure,0
F035296,2,9,2022,4.53,1,Charging Infrastructure,0
F035297,2,2,2024,4.75,1,Charging Infrastructure,1
F035298,1,2,2026,3.12,0,Charging Infrastructure,0
F035299,4,2,2022,4.43,0,Battery Performance,0
F035300,4,1,2026,4.91,1,Battery Performance,0
F035301,1,1,2024,3.34,0,Battery Performance,0
F035302,1,9,2026,3.07,0,Software & UI,0
F035303,1,8,2024,4.33,1,Software & UI,1
F035304,2,2,2022,4.23,1,Charging Infrastructure,0
F035305,1,3,2026,4.02,1,Charging Infrastructure,0
F035306,4,12,2024,4.56,0,Battery Performance,0
F035307,3,5,2024,3.86,0,Charging Infrastructure,1
F035308,1,2,2025,3.49,0,Build Quality,1
F035309,3,8,2023,4.72,0,Build Quality,0
F035310,1,10,2025,4.49,1,Build Quality,0
F035311,1,11,2025,3.48,0,Charging Infrastructure,0
F035312,3,7,2026,4.56,1,Battery Performance,1
F035313,1,1,2022,4.11,1,Service Experience,0
F035314,2,3,2024,4.68,1,Service Experience,0
F035315,2,1,2022,4.98,1,Battery Performance,0
F035316,1,7,2025,3.23,0,Charging Infrastructure,0
F035317,3,1,2025,4.08,1,Build Quality,1
F035318,1,6,2022,4.21,1,Price & Value,0
F035319,3,3,2024,3.57,0,Build Quality,0
F035320,2,2,2022,5.0,1,Battery Performance,0
F035321,3,1,2022,3.28,0,Software & UI,0
F035322,2,1,2022,4.89,1,Charging Infrastructure,0
F035323,4,1,2025,4.15,1,Service Experience,0
F035324,4,1,2025,2.91,0,Battery Performance,0
F035325,1,4,2025,4.14,0,Service Experience,0
F035326,2,5,2026,4.75,1,Build Quality,0
F035327,3,2,2024,4.36,1,Build Quality,0
F035328,1,1,2026,4.02,1,Battery Performance,1
F035329,3,2,2025,3.14,0,Build Quality,0
F035330,3,10,2025,4.37,0,Battery Performance,0
F035331,2,9,2022,4.39,1,Battery Performance,0
F035332,1,2,2022,3.9,0,Software & UI,1
F035333,3,1,2022,4.54,1,Battery Performance,0
F035334,1,3,2025,3.47,0,Battery Performance,0
F035335,1,11,2022,3.51,0,Service Experience,0
F035336,1,7,2023,4.23,1,Build Quality,0
F035337,2,5,2022,4.35,1,Charging Infrastructure,0
F035338,1,10,2022,4.23,1,Charging Infrastructure,0
F035339,3,7,2026,4.18,1,Service Experience,0
F035340,2,10,2026,4.52,1,Charging Infrastructure,0
F035341,2,8,2026,4.15,1,Price & Value,0
F035342,3,11,2026,4.91,1,Battery Performance,0
F035343,1,3,2024,4.19,1,Build Quality,1
F035344,3,9,2022,3.96,0,Service Experience,0
F035345,4,2,2025,3.74,0,Price & Value,1
F035346,2,3,2026,4.72,1,Service Experience,0
F035347,1,1,2025,3.31,0,Charging Infrastructure,0
F035348,2,10,2025,5.0,0,Software & UI,0
F035349,2,5,2022,4.29,1,Build Quality,0
F035350,1,4,2024,4.09,1,Charging Infrastructure,0
F035351,2,2,2023,3.85,0,Build Quality,0
F035352,4,11,2024,4.49,0,Charging Infrastructure,0
F035353,2,9,2024,4.39,1,Build Quality,0
F035354,2,1,2026,5.0,0,Service Experience,0
F035355,1,2,2023,4.19,0,Build Quality,0
F035356,1,4,2022,2.93,0,Software & UI,0
F035357,4,10,2026,3.89,0,Build Quality,0
F035358,3,10,2023,3.5,0,Build Quality,0
F035359,2,2,2025,4.91,1,Charging Infrastructure,1
F035360,2,7,2024,4.69,0,Price & Value,0
F035361,1,3,2023,3.73,0,Charging Infrastructure,0
F035362,2,7,2022,4.24,1,Battery Performance,0
F035363,1,9,2023,4.07,1,Price & Value,1
F035364,4,9,2024,3.39,0,Price & Value,0
F035365,1,3,2024,2.69,0,Charging Infrastructure,0
F035366,3,9,2023,4.4,1,Build Quality,0
F035367,1,4,2022,3.22,0,Software & UI,0
F035368,3,1,2025,4.4,1,Battery Performance,0
F035369,3,1,2026,4.3,1,Price & Value,1
F035370,4,3,2026,4.18,1,Charging Infrastructure,0
F035371,2,1,2022,4.77,1,Service Experience,0
F035372,1,8,2024,4.25,1,Build Quality,0
F035373,2,12,2025,4.59,1,Service Experience,0
F035374,1,3,2022,4.36,1,Software & UI,1
F035375,1,6,2025,4.11,1,Service Experience,1
F035376,3,9,2025,3.93,0,Battery Performance,1
F035377,1,2,2022,4.51,0,Battery Performance,0
F035378,2,7,2026,5.0,0,Battery Performance,0
F035379,3,3,2026,4.67,1,Build Quality,1
F035380,4,12,2025,3.2,0,Software & UI,0
F035381,4,1,2025,3.59,0,Charging Infrastructure,0
F035382,1,1,2023,4.81,1,Price & Value,0
F035383,1,1,2022,4.49,0,Charging Infrastructure,0
F035384,1,3,2024,3.32,0,Charging Infrastructure,0
F035385,1,4,2025,3.54,0,Price & Value,1
F035386,1,2,2025,3.95,0,Price & Value,0
F035387,2,3,2026,4.63,1,Charging Infrastructure,0
F035388,1,5,2023,3.44,0,Software & UI,1
F035389,2,1,2022,4.79,1,Price & Value,0
F035390,1,1,2025,3.43,0,Build Quality,1
F035391,2,7,2024,3.76,0,Battery Performance,0
F035392,4,3,2025,4.44,1,Service Experience,1
F035393,3,8,2023,4.27,0,Battery Performance,0
F035394,1,8,2023,3.5,0,Battery Performance,1
F035395,2,9,2023,4.26,1,Software & UI,0
F035396,3,10,2026,3.21,0,Build Quality,1
F035397,3,5,2022,4.82,1,Software & UI,1
F035398,2,1,2025,4.29,1,Price & Value,0
F035399,1,4,2023,3.59,0,Build Quality,0
F035400,3,8,2025,4.54,1,Battery Performance,0
F035401,1,2,2025,4.07,1,Software & UI,0
F035402,1,1,2025,3.82,0,Charging Infrastructure,0
F035403,1,1,2025,3.45,0,Price & Value,1
F035404,3,4,2024,3.92,0,Charging Infrastructure,0
F035405,2,12,2022,5.0,0,Software & UI,1
F035406,3,6,2026,5.0,1,Build Quality,1
F035407,4,1,2024,3.87,0,Price & Value,0
