Employee_ID,Department,Role,Base_Salary,Incentive,Hire_Date,Country_ID
E04231,R&D,Engineer,82433,7157.02,2021-05-13,7
E04232,R&D,Senior Engineer,105856,15593.96,2023-08-24,1
E04233,R&D,Engineer,87939,7017.99,2020-11-25,12
E04234,R&D,Manager,116096,10985.48,2024-11-10,2
E04235,R&D,Engineer,75464,6770.37,2024-09-01,4
E04236,R&D,Engineer,77223,4732.05,2019-11-07,5
E04237,R&D,Manager,112172,8184.0,2024-07-21,2
E04238,R&D,Senior Engineer,119363,6696.44,2020-08-26,2
E04239,R&D,Manager,135282,8764.2,2024-06-05,6
E04240,R&D,Manager,118412,12384.41,2021-07-02,5
E04241,R&D,Manager,144912,20235.15,2023-06-01,4
E04242,R&D,Senior Engineer,93062,8523.04,2014-01-04,9
E04243,R&D,Engineer,77751,9435.17,2023-02-12,1
E04244,R&D,Senior Engineer,110456,14727.64,2016-02-03,3
E04245,R&D,Senior Engineer,115305,9562.21,2017-04-07,5
E04246,R&D,Manager,122299,16626.14,2018-10-02,10
E04247,R&D,Engineer,78736,8718.62,2016-01-21,5
E04248,R&D,Manager,133456,9582.73,2019-11-03,8
E04249,R&D,Senior Engineer,101299,7420.44,2018-07-19,4
E04250,R&D,Engineer,75653,6909.04,2021-09-23,5
E04251,R&D,Engineer,75419,6953.76,2023-11-13,1
E04252,R&D,Manager,146077,14793.11,2024-09-25,1
E04253,R&D,Senior Engineer,108372,15898.32,2024-10-08,7
E04254,R&D,Senior Engineer,107916,14404.69,2022-09-16,9
E04255,R&D,Manager,117560,14869.6,2023-02-12,4
E04256,R&D,Senior Engineer,91507,11008.97,2018-10-14,6
E04257,R&D,Senior Engineer,95750,9061.5,2020-09-24,2
E04258,R&D,Manager,147694,19406.1,2022-03-08,8
E04259,R&D,Senior Engineer,100821,10107.49,2025-07-24,5
E04260,R&D,Engineer,82427,8316.05,2014-11-09,2
E04261,R&D,Senior Engineer,95904,8525.8,2018-04-09,1
E04262,R&D,Manager,122177,16429.94,2021-10-17,9
E04263,R&D,Senior Engineer,118003,9032.52,2024-06-24,5
E04264,R&D,Engineer,72245,4877.22,2023-12-26,8
E04265,R&D,Senior Engineer,92778,6369.21,2019-01-01,1
E04266,R&D,Senior Engineer,104903,8602.89,2017-07-13,3
E04267,R&D,Manager,148338,8305.8,2022-01-10,4
E04268,R&D,Engineer,74520,8662.05,2024-06-28,7
E04269,R&D,Engineer,80259,11106.21,2022-09-28,7
E04270,R&D,Senior Engineer,109188,6343.06,2015-07-20,7
E04271,R&D,Senior Engineer,90162,10037.85,2019-02-10,4
E04272,R&D,Engineer,73179,5207.68,2022-07-17,8
E04273,R&D,Senior Engineer,91797,10021.54,2021-07-10,4
E04274,R&D,Senior Engineer,101326,10213.25,2018-07-25,2
E04275,R&D,Manager,148434,19975.74,2021-10-09,3
E04276,R&D,Engineer,70744,7611.38,2024-04-09,3
E04277,R&D,Manager,145924,20861.29,2023-06-04,3
E04278,R&D,Manager,142243,19863.85,2022-12-20,9
E04279,R&D,Manager,135445,9390.19,2023-07-21,2
E04280,R&D,Manager,148172,15961.11,2022-03-13,3
E04281,R&D,Engineer,71274,5761.71,2025-01-13,1
E04282,R&D,Engineer,73748,5737.67,2017-02-09,4
E04283,R&D,Senior Engineer,115924,14545.08,2025-12-28,2
E04284,R&D,Manager,118120,16195.24,2024-10-13,2
E04285,R&D,Manager,135825,17918.0,2015-01-26,10
E04286,R&D,Engineer,77623,5662.66,2023-09-23,9
E04287,R&D,Manager,114988,11284.63,2024-11-06,4
E04288,R&D,Manager,140304,13499.51,2021-05-06,12
E04289,R&D,Senior Engineer,96378,11425.54,2024-08-16,6
E04290,R&D,Manager,126123,9368.58,2024-05-18,7
E04291,R&D,Engineer,73082,9727.45,2021-07-02,10
E04292,R&D,Engineer,86104,9269.13,2019-02-03,11
E04293,R&D,Senior Engineer,90450,5230.14,2025-08-21,2
E04294,R&D,Engineer,75974,9017.25,2018-11-02,1
E04295,R&D,Manager,124861,14249.26,2023-04-23,2
E04296,R&D,Manager,145184,12072.59,2017-04-14,4
E04297,R&D,Senior Engineer,92694,10000.13,2021-11-27,2
E04298,R&D,Engineer,73127,8096.48,2016-11-04,7
E04299,R&D,Senior Engineer,104065,8492.79,2020-11-20,3
E04300,R&D,Senior Engineer,97963,9155.88,2022-09-17,2
E04301,R&D,Manager,124669,11970.68,2019-10-26,12
E04302,R&D,Engineer,88765,8737.73,2020-08-22,1
E04303,R&D,Senior Engineer,110470,14427.0,2024-01-15,2
E04304,R&D,Manager,141004,19804.67,2018-05-06,4
E04305,R&D,Senior Engineer,111904,9936.25,2025-06-08,5
E04306,R&D,Engineer,76809,8202.83,2016-10-02,5
E04307,R&D,Manager,120045,8758.41,2025-02-01,10
E04308,R&D,Engineer,85256,5961.63,2023-09-22,1
E04309,R&D,Senior Engineer,98512,13833.46,2020-02-07,2
E04310,R&D,Manager,120229,14483.82,2025-12-25,7
E04311,R&D,Engineer,76855,9820.29,2016-08-15,6
E04312,R&D,Manager,127110,8416.9,2016-08-20,7
E04313,R&D,Senior Engineer,90257,7948.95,2020-03-24,12
E04314,R&D,Manager,126670,10553.51,2019-03-17,6
E04315,R&D,Senior Engineer,97826,12364.79,2021-03-22,1
E04316,R&D,Senior Engineer,108631,15779.19,2022-03-03,8
E04317,R&D,Senior Engineer,94448,5409.19,2024-06-05,5
E04318,R&D,Senior Engineer,97326,11212.58,2015-05-20,11
E04319,R&D,Senior Engineer,99580,12970.82,2018-10-06,4
E04320,R&D,Senior Engineer,107905,7774.62,2015-11-23,1
E04321,R&D,Engineer,89715,10721.45,2020-11-18,8
E04322,R&D,Engineer,82462,9850.81,2025-12-26,1
E04323,R&D,Senior Engineer,106577,13408.32,2025-04-16,8
E04324,R&D,Senior Engineer,103027,8308.51,2025-05-24,8
E04325,R&D,Engineer,80411,4688.38,2015-10-20,4
E04326,R&D,Senior Engineer,100286,9175.13,2024-07-23,8
E04327,R&D,Manager,141396,8159.37,2024-05-28,1
E04328,R&D,Manager,144787,9551.05,2019-08-28,1
E04329,R&D,Engineer,80735,5603.1,2022-01-15,2
E04330,R&D,Engineer,83550,12126.15,2025-05-04,11
E04331,R&D,Senior Engineer,101626,12089.84,2023-08-16,9
E04332,R&D,Engineer,87801,9224.62,2025-12-08,1
E04333,R&D,Engineer,74955,7201.59,2020-05-28,8
E04334,R&D,Engineer,85146,10491.87,2024-10-21,1
E04335,R&D,Manager,138336,15157.6,2023-09-25,1
E04336,R&D,Senior Engineer,111369,10281.38,2017-06-21,2
E04337,R&D,Senior Engineer,99466,13477.63,2018-09-19,2
E04338,R&D,Manager,128732,17025.37,2022-09-24,11
E04339,R&D,Manager,122867,8819.25,2025-08-23,5
E04340,R&D,Senior Engineer,91200,7084.09,2023-05-10,6
E04341,R&D,Manager,121670,7939.97,2017-03-23,2
E04342,R&D,Senior Engineer,98466,12469.66,2022-07-09,4
E04343,R&D,Manager,112908,12422.04,2018-10-16,3
E04344,R&D,Senior Engineer,116613,12339.48,2024-10-06,9
E04345,R&D,Engineer,79723,8652.16,2025-03-05,6
E04346,R&D,Manager,131216,10505.44,2022-04-15,5
E04347,R&D,Senior Engineer,103796,6219.92,2021-04-27,11
E04348,R&D,Senior Engineer,112541,7665.35,2018-06-16,4
E04349,R&D,Manager,116326,8130.9,2020-10-09,2
E04350,R&D,Manager,139085,10677.68,2023-04-14,1
E04351,R&D,Engineer,88156,6924.12,2022-07-12,5
E04352,R&D,Engineer,72722,5353.67,2017-11-09,3
E04353,R&D,Engineer,78439,4541.51,2019-12-05,11
E04354,R&D,Senior Engineer,112372,14018.86,2024-01-22,9
E04355,R&D,Senior Engineer,104442,15365.51,2021-10-22,2
E04356,R&D,Senior Engineer,114801,11591.55,2019-05-10,8
E04357,R&D,Engineer,77862,4192.8,2018-09-28,3
E04358,R&D,Engineer,77787,4382.18,2021-08-27,1
E04359,R&D,Manager,116810,12956.61,2022-08-15,2
E04360,R&D,Senior Engineer,91848,10129.76,2024-10-28,4
E04361,R&D,Senior Engineer,94229,6449.61,2022-01-15,7
E04362,R&D,Engineer,73062,6197.06,2019-11-04,3
E04363,R&D,Manager,127952,10701.24,2016-08-27,6
E04364,R&D,Senior Engineer,99212,10625.25,2024-06-27,5
E04365,R&D,Engineer,89151,8224.19,2024-04-02,7
E04366,R&D,Engineer,77335,8759.02,2020-07-04,1
E04367,R&D,Senior Engineer,104045,10177.25,2016-10-03,1
E04368,R&D,Manager,112243,6614.13,2022-11-18,12
E04369,R&D,Senior Engineer,107435,6036.52,2020-09-23,1
E04370,R&D,Engineer,76140,10591.05,2020-02-22,8
E04371,R&D,Manager,119632,9464.62,2019-08-15,3
E04372,R&D,Manager,136111,14511.28,2018-03-05,2
E04373,R&D,Engineer,71582,3821.32,2021-01-06,9
E04374,R&D,Manager,148359,16794.77,2024-11-28,1
E04375,R&D,Senior Engineer,111658,13926.55,2019-06-24,6
E04376,R&D,Engineer,87928,11646.11,2015-11-28,4
E04377,R&D,Senior Engineer,116264,8843.29,2019-03-19,6
E04378,R&D,Manager,140140,15272.7,2021-05-01,8
E04379,R&D,Manager,112985,13897.48,2022-01-14,9
E04380,R&D,Senior Engineer,94217,6346.83,2015-12-25,8
E04381,R&D,Manager,136706,18326.93,2020-02-26,4
E04382,R&D,Engineer,77403,5554.06,2024-08-14,1
E04383,R&D,Senior Engineer,101933,14137.32,2025-08-10,2
E04384,R&D,Senior Engineer,116363,6773.27,2015-09-26,5
E04385,R&D,Engineer,86892,7774.64,2024-04-26,2
E04386,R&D,Senior Engineer,95247,5886.01,2025-08-09,3
E04387,R&D,Senior Engineer,119503,6970.93,2021-06-02,1
E04388,R&D,Senior Engineer,104183,12029.02,2023-11-11,3
E04389,R&D,Manager,136219,20071.72,2015-04-13,8
E04390,R&D,Engineer,75524,6637.99,2023-01-15,8
E04391,R&D,Manager,128447,6701.95,2016-06-20,5
E04392,R&D,Senior Engineer,116580,11332.58,2020-08-20,3
E04393,R&D,Manager,112901,8024.02,2021-07-11,3
E04394,R&D,Manager,143759,19246.84,2024-10-17,5
E04395,R&D,Engineer,89441,12606.62,2020-10-11,9
E04396,R&D,Manager,117988,13925.46,2022-11-07,1
E04397,R&D,Senior Engineer,91253,13386.02,2022-06-21,7
E04398,R&D,Engineer,83644,8116.01,2017-09-08,9
E04399,R&D,Engineer,80032,11899.46,2025-04-14,1
E04400,R&D,Manager,119976,15872.46,2015-01-23,7
E04401,R&D,Engineer,86530,5401.78,2014-08-19,6
E04402,R&D,Engineer,76623,11103.34,2024-01-04,5
E04403,R&D,Senior Engineer,98207,13709.3,2020-04-02,2
E04404,R&D,Engineer,74676,5403.56,2018-07-22,8
E04405,R&D,Engineer,87906,7357.08,2024-09-20,2
E04406,R&D,Manager,128565,7267.23,2020-02-10,6
E04407,R&D,Manager,147792,15537.54,2015-01-13,1
E04408,R&D,Senior Engineer,105990,15772.07,2024-08-22,9
E04409,R&D,Engineer,78255,8375.93,2016-12-27,9
E04410,R&D,Manager,111004,14910.77,2021-03-18,9
E04411,R&D,Manager,136821,16811.15,2018-08-18,5
E04412,R&D,Manager,143612,7957.91,2020-11-16,5
E04413,R&D,Senior Engineer,101195,5677.48,2024-09-25,6
E04414,R&D,Manager,122118,6710.68,2024-12-04,2
E04415,R&D,Senior Engineer,93728,6678.04,2021-10-24,8
E04416,R&D,Manager,135598,17941.66,2018-03-21,4
E04417,R&D,Manager,119182,11327.71,2024-05-05,2
E04418,R&D,Engineer,86842,9269.32,2022-02-22,1
E04419,R&D,Engineer,75713,4501.55,2017-09-11,6
E04420,R&D,Manager,147159,21804.56,2020-04-28,5
E04421,R&D,Senior Engineer,113964,6819.41,2024-01-20,4
E04422,R&D,Senior Engineer,99765,14082.1,2024-01-22,4
E04423,R&D,Senior Engineer,104804,15682.78,2016-05-01,2
E04424,R&D,Manager,115650,7959.47,2021-05-24,10
E04425,R&D,Manager,146809,11007.22,2020-02-06,8
E04426,R&D,Senior Engineer,95202,6857.79,2022-04-26,12
E04427,R&D,Senior Engineer,94492,6428.44,2025-05-25,10
E04428,R&D,Senior Engineer,112656,15060.08,2025-05-25,4
E04429,R&D,Manager,128568,18363.12,2018-03-26,1
E04430,R&D,Manager,141997,10014.14,2023-09-07,4
E04431,R&D,Senior Engineer,99129,14087.23,2016-04-20,3
E04432,R&D,Manager,131476,8552.29,2023-07-17,10
E04433,R&D,Senior Engineer,107408,12865.6,2019-09-14,7
E04434,R&D,Manager,118554,14103.57,2023-03-03,7
E04435,R&D,Senior Engineer,108836,6886.28,2025-08-16,5
E04436,R&D,Manager,113371,14979.17,2022-05-12,1
E04437,R&D,Manager,118482,9987.54,2020-12-22,10
E04438,R&D,Manager,146778,10467.95,2021-12-12,1
E04439,R&D,Senior Engineer,102840,9415.82,2016-01-09,5
E04440,R&D,Manager,146218,9579.04,2021-02-08,3
E04441,R&D,Engineer,85020,4328.67,2017-01-07,12
E04442,R&D,Engineer,76213,10035.34,2024-11-09,5
E04443,R&D,Senior Engineer,100466,5877.77,2017-06-22,6
E04444,R&D,Manager,120384,6545.74,2021-07-06,7
E04445,R&D,Manager,125578,10184.66,2018-03-10,5
E04446,R&D,Engineer,76996,7903.72,2023-10-02,10
E04447,R&D,Senior Engineer,112749,8878.56,2021-09-02,2
E04448,R&D,Senior Engineer,107264,14615.56,2022-06-20,2
E04449,R&D,Senior Engineer,106336,15267.67,2025-07-11,4
E04450,R&D,Manager,129732,13216.67,2024-12-28,5
E04451,R&D,Manager,126886,7502.95,2017-08-06,2
E04452,R&D,Senior Engineer,93902,12233.78,2023-08-02,1
E04453,R&D,Engineer,79921,11913.48,2024-12-25,11
E04454,R&D,Manager,129308,14321.37,2023-01-28,1
E04455,R&D,Manager,124948,8701.94,2022-10-13,2
E04456,R&D,Manager,140954,19526.76,2024-04-04,3
E04457,R&D,Manager,149240,22186.44,2016-12-12,8
E04458,R&D,Manager,141367,17061.31,2016-03-17,1
E04459,R&D,Manager,116352,7706.09,2025-05-20,4
E04460,R&D,Senior Engineer,90842,4597.17,2019-03-28,1
E04461,R&D,Senior Engineer,112108,16196.15,2017-10-25,2
E04462,R&D,Manager,145685,17381.7,2020-08-22,4
E04463,R&D,Engineer,79233,9020.77,2023-02-18,4
E04464,R&D,Manager,112171,15186.75,2025-08-17,5
E04465,R&D,Senior Engineer,114508,6418.24,2024-12-24,11
E04466,R&D,Engineer,76138,8253.63,2024-01-17,8
E04467,R&D,Senior Engineer,108622,13102.84,2018-05-10,2
E04468,R&D,Senior Engineer,115063,11377.45,2022-03-06,4
E04469,R&D,Engineer,71749,9409.78,2025-11-13,2
E04470,R&D,Engineer,83671,7729.68,2024-06-06,4
E04471,R&D,Engineer,81434,4071.87,2014-06-07,7
E04472,R&D,Manager,148381,12660.55,2021-08-01,4
E04473,R&D,Senior Engineer,117107,16404.13,2018-08-03,1
E04474,R&D,Senior Engineer,92099,11631.16,2023-10-27,9
E04475,R&D,Manager,121836,11759.59,2015-04-04,6
E04476,R&D,Engineer,87269,5258.25,2021-08-25,1
E04477,R&D,Senior Engineer,99921,5773.64,2014-09-05,1
E04478,R&D,Senior Engineer,111537,10035.42,2022-09-16,8
E04479,R&D,Manager,143740,8337.87,2022-01-09,12
E04480,R&D,Manager,117792,15430.04,2022-05-12,9
E04481,R&D,Senior Engineer,103430,5360.38,2015-05-05,2
E04482,R&D,Engineer,78232,11201.54,2020-01-09,3
E04483,R&D,Manager,143133,17091.63,2016-11-28,7
E04484,R&D,Senior Engineer,116208,13460.8,2024-08-15,3
E04485,R&D,Manager,133305,15498.82,2025-02-26,3
E04486,R&D,Engineer,75224,7399.32,2016-08-15,6
E04487,R&D,Senior Engineer,98021,14122.8,2022-09-14,11
E04488,R&D,Senior Engineer,110822,15837.7,2025-03-11,7
E04489,R&D,Senior Engineer,94233,10682.07,2014-12-07,5
E04490,R&D,Senior Engineer,100585,6683.63,2022-03-22,10
E04491,R&D,Manager,118476,13599.69,2017-03-28,1
E04492,R&D,Manager,117232,15380.38,2022-11-13,6
E04493,R&D,Engineer,85612,12752.15,2024-09-02,5
E04494,R&D,Senior Engineer,106349,7355.32,2018-04-24,4
E04495,R&D,Manager,137554,13975.73,2021-07-09,1
E04496,R&D,Engineer,78481,4952.98,2023-01-16,8
E04497,R&D,Senior Engineer,91126,5753.54,2024-07-28,3
E04498,R&D,Engineer,77348,9357.85,2024-06-22,5
E04499,R&D,Manager,147267,7790.59,2014-06-14,1
E04500,R&D,Senior Engineer,116542,6652.34,2015-11-07,8
E04501,R&D,Engineer,78290,10298.53,2021-09-08,3
E04502,R&D,Senior Engineer,100919,14236.31,2015-10-21,1
E04503,R&D,Engineer,78192,11157.78,2021-10-17,10
E04504,R&D,Senior Engineer,99540,9567.59,2020-05-22,7
E04505,R&D,Senior Engineer,98162,7953.59,2023-09-04,7
E04506,R&D,Manager,124529,11047.24,2018-11-18,1
E04507,R&D,Senior Engineer,90640,12789.52,2020-02-03,2
E04508,R&D,Manager,135896,11032.35,2017-06-06,2
E04509,R&D,Engineer,84582,11401.77,2020-10-01,2
E04510,R&D,Manager,145905,19202.56,2022-11-27,2
E04511,R&D,Manager,144851,13291.96,2024-04-21,4
E04512,R&D,Manager,149901,18886.57,2025-11-12,2
E04513,R&D,Senior Engineer,116903,16573.68,2022-01-09,2
E04514,R&D,Engineer,79249,9261.47,2024-08-19,8
E04515,R&D,Engineer,72481,6119.6,2016-08-01,3
E04516,R&D,Senior Engineer,106979,10289.05,2014-12-19,9
E04517,R&D,Manager,112313,12527.53,2023-01-25,1
E04518,R&D,Engineer,72643,10508.39,2021-04-22,3
E04519,R&D,Engineer,72039,6677.27,2024-08-26,5
E04520,R&D,Senior Engineer,93313,13192.63,2023-05-03,3
E04521,R&D,Engineer,88940,8991.16,2017-09-02,1
E04522,R&D,Senior Engineer,108477,6122.11,2022-06-11,11
E04523,R&D,Senior Engineer,116340,6111.44,2021-12-20,10
E04524,R&D,Senior Engineer,91815,7100.36,2023-07-15,5
E04525,R&D,Manager,110446,7305.62,2021-06-01,1
E04526,R&D,Manager,137501,17848.12,2021-09-06,5
E04527,R&D,Senior Engineer,118831,14442.5,2021-08-01,11
E04528,R&D,Manager,132454,13383.45,2021-05-13,8
E04529,R&D,Manager,145643,17379.63,2018-09-22,7
E04530,R&D,Senior Engineer,116020,6046.29,2025-09-03,9
E04531,R&D,Senior Engineer,103688,5352.47,2023-08-21,2
E04532,R&D,Manager,135459,9077.44,2022-04-15,3
E04533,R&D,Senior Engineer,94692,8312.76,2018-12-10,1
E04534,R&D,Engineer,84080,8593.92,2024-06-04,9
E04535,R&D,Senior Engineer,117375,6375.96,2025-06-11,4
E04536,R&D,Senior Engineer,112220,11794.8,2021-01-18,2
E04537,R&D,Engineer,78763,4682.04,2024-03-17,1
E04538,R&D,Senior Engineer,110777,13106.32,2019-10-19,5
E04539,R&D,Senior Engineer,94564,12621.11,2020-05-25,2
E04540,R&D,Manager,116052,11360.29,2021-04-10,7
E04541,R&D,Engineer,86120,8583.59,2023-05-09,7
E04542,R&D,Engineer,82253,5999.2,2014-10-22,2
E04543,R&D,Manager,139880,13996.72,2016-05-25,12
E04544,R&D,Manager,115559,14176.14,2024-11-18,4
E04545,R&D,Engineer,75778,9378.81,2019-06-15,4
E04546,R&D,Engineer,78900,6180.35,2025-08-14,7
E04547,R&D,Senior Engineer,97047,5393.32,2019-01-14,8
E04548,R&D,Engineer,82919,11783.2,2018-02-25,10
E04549,R&D,Senior Engineer,100169,10727.95,2016-06-25,3
E04550,R&D,Manager,148015,11406.56,2020-12-28,8
E04551,R&D,Manager,112196,7595.83,2025-07-06,6
E04552,R&D,Senior Engineer,110142,10176.73,2014-11-26,2
E04553,R&D,Manager,116029,15860.14,2015-05-01,2
E04554,R&D,Senior Engineer,103203,11386.88,2014-12-05,9
E04555,R&D,Engineer,86861,10619.31,2021-07-28,9
E04556,R&D,Manager,115151,16090.61,2019-08-11,3
E04557,R&D,Engineer,72891,4621.39,2023-04-23,1
E04558,R&D,Engineer,88917,5795.9,2024-07-26,4
E04559,R&D,Senior Engineer,115084,5928.78,2017-03-21,12
E04560,R&D,Senior Engineer,115083,13786.41,2023-01-18,1
E04561,R&D,Engineer,72055,10733.7,2022-01-10,2
E04562,R&D,Engineer,80530,8418.55,2025-06-22,2
E04563,R&D,Engineer,74091,5326.48,2024-03-07,2
E04564,R&D,Manager,137374,9549.6,2024-05-14,1
E04565,R&D,Engineer,88093,7717.11,2017-07-16,4
E04566,R&D,Engineer,89725,6906.7,2023-08-18,5
E04567,R&D,Senior Engineer,98715,11991.83,2024-08-21,1
E04568,R&D,Senior Engineer,98589,9195.92,2022-02-17,3
E04569,R&D,Senior Engineer,98932,13032.78,2024-11-22,6
E04570,R&D,Engineer,82431,7958.5,2024-05-27,11
E04571,R&D,Senior Engineer,102596,7863.46,2021-12-23,1
E04572,R&D,Engineer,81046,10998.39,2023-07-06,11
E04573,R&D,Manager,137610,16559.07,2023-07-15,4
E04574,R&D,Engineer,87980,9509.13,2020-10-02,8
E04575,R&D,Engineer,82541,7092.55,2025-06-16,9
E04576,R&D,Engineer,71823,7170.77,2019-03-15,4
E04577,R&D,Manager,123449,15097.32,2022-12-01,8
E04578,R&D,Senior Engineer,101486,8598.51,2023-01-18,1
E04579,R&D,Senior Engineer,100507,12216.07,2024-05-03,2
E04580,R&D,Engineer,75762,6842.88,2019-01-22,2
E04581,R&D,Senior Engineer,93168,10521.61,2025-04-09,5
E04582,R&D,Manager,128762,11143.89,2018-10-22,2
E04583,R&D,Engineer,72284,9329.24,2021-11-24,3
E04584,R&D,Senior Engineer,93639,8724.12,2018-06-06,9
E04585,R&D,Manager,141912,19707.98,2023-08-06,4
E04586,R&D,Senior Engineer,97693,7642.4,2023-02-10,8
E04587,R&D,Manager,129092,8949.05,2017-12-10,10
E04588,R&D,Engineer,75280,7910.17,2015-05-05,10
E04589,R&D,Senior Engineer,117211,16706.78,2022-01-27,1
E04590,R&D,Senior Engineer,94643,8653.22,2025-10-04,7
E04591,R&D,Engineer,77339,4629.0,2019-04-03,2
E04592,R&D,Manager,137430,18649.47,2014-01-15,5
E04593,R&D,Engineer,83845,7200.32,2022-01-11,2
E04594,R&D,Senior Engineer,93333,11342.73,2018-03-27,5
E04595,R&D,Senior Engineer,90183,7635.93,2025-10-20,5
E04596,R&D,Manager,134538,13416.23,2022-11-26,7
E04597,R&D,Senior Engineer,108419,11365.36,2023-12-18,6
E04598,R&D,Engineer,84644,7355.97,2018-11-25,7
E04599,R&D,Manager,131025,10259.92,2021-10-19,2
E04600,R&D,Engineer,83101,6892.97,2024-03-17,11
E04601,R&D,Engineer,80048,5618.42,2023-10-12,1
E04602,R&D,Senior Engineer,116757,14581.32,2020-10-09,1
E04603,R&D,Engineer,79315,8087.31,2019-08-10,2
E04604,R&D,Senior Engineer,95550,11605.94,2019-08-01,9
E04605,R&D,Engineer,82413,9020.9,2019-04-15,9
E04606,R&D,Engineer,76472,8145.21,2025-05-19,8
E04607,R&D,Engineer,88073,11983.27,2022-06-05,2
E04608,R&D,Manager,118330,8554.99,2015-08-19,8
E04609,R&D,Engineer,83599,9392.86,2020-09-19,12
E04610,R&D,Engineer,81038,6281.77,2021-05-12,5
E04611,R&D,Manager,133247,19089.62,2023-11-20,4
E04612,R&D,Engineer,84407,6838.7,2023-07-16,7
E04613,R&D,Engineer,80486,9877.32,2019-05-02,1
E04614,R&D,Senior Engineer,119021,11445.43,2023-07-08,1
E04615,R&D,Manager,144098,14597.42,2025-02-19,2
E04616,R&D,Senior Engineer,102119,10659.11,2018-11-17,1
E04617,R&D,Senior Engineer,102222,6405.47,2024-02-18,4
E04618,R&D,Manager,125824,16451.95,2017-10-04,6
E04619,R&D,Engineer,89705,10299.32,2025-10-20,7
E04620,R&D,Engineer,73212,5746.28,2019-01-20,4
E04621,R&D,Engineer,83523,5070.52,2024-09-18,5
E04622,R&D,Engineer,85598,8030.84,2021-02-14,1
E04623,R&D,Manager,111501,16098.89,2024-04-03,5
E04624,R&D,Senior Engineer,98695,8017.9,2017-10-26,2
E04625,R&D,Manager,138768,14946.97,2015-09-16,5
E04626,R&D,Manager,148076,15408.71,2015-03-22,5
E04627,R&D,Engineer,88791,7671.19,2025-11-21,7
E04628,R&D,Manager,149328,17802.93,2014-01-14,2
E04629,R&D,Manager,115050,8790.63,2023-02-05,5
E04630,R&D,Manager,136311,7628.87,2024-04-03,1
E04631,R&D,Manager,143123,15990.24,2023-04-16,9
E04632,R&D,Senior Engineer,108687,12783.17,2024-06-17,4
E04633,R&D,Manager,149593,17951.97,2020-04-19,1
E04634,R&D,Engineer,75765,11078.82,2019-04-24,9
E04635,R&D,Manager,116762,16478.88,2022-06-16,12
E04636,R&D,Engineer,75475,10003.59,2017-05-23,4
E04637,R&D,Manager,143403,19887.79,2016-05-28,4
E04638,R&D,Engineer,71053,6909.84,2019-09-17,1
E04639,R&D,Engineer,70488,8412.13,2025-11-16,4
E04640,R&D,Engineer,75953,7911.85,2023-06-01,7
E04641,R&D,Engineer,83676,5117.9,2025-05-28,4
E04642,R&D,Engineer,85195,11204.54,2022-11-20,1
E04643,R&D,Engineer,82102,10227.57,2019-11-16,4
E04644,R&D,Engineer,82988,9706.93,2024-05-11,3
E04645,R&D,Senior Engineer,116041,9616.28,2022-06-09,3
E04646,R&D,Senior Engineer,112958,10371.89,2018-12-23,2
E04647,R&D,Senior Engineer,103539,9087.24,2025-12-01,1
E04648,R&D,Manager,112162,10013.98,2023-04-25,1
E04649,R&D,Senior Engineer,115759,11092.57,2025-05-21,6
E04650,R&D,Manager,126968,8817.56,2018-04-11,10
E04651,R&D,Engineer,88960,8512.51,2021-12-17,11
E04652,R&D,Engineer,89090,12934.96,2019-08-04,1
E04653,R&D,Engineer,88763,8508.06,2017-01-01,9
E04654,R&D,Senior Engineer,117714,14840.64,2021-08-13,1
E04655,R&D,Senior Engineer,92544,9645.15,2023-11-23,4
E04656,R&D,Senior Engineer,100094,14174.83,2023-07-11,3
E04657,R&D,Senior Engineer,107007,9628.11,2021-01-04,1
E04658,R&D,Manager,148591,18729.77,2019-12-28,7
E04659,R&D,Manager,132610,18800.76,2024-10-16,11
E04660,R&D,Engineer,78033,5398.84,2016-02-12,3
E04661,R&D,Engineer,88538,13001.51,2019-10-27,4
E04662,R&D,Manager,112967,10895.97,2021-11-12,7
E04663,R&D,Engineer,80514,5881.12,2016-06-14,4
E04664,R&D,Senior Engineer,114183,13399.39,2025-02-06,9
E04665,R&D,Manager,117576,17014.45,2025-07-16,8
E04666,R&D,Senior Engineer,104130,11840.86,2020-09-26,10
E04667,R&D,Manager,140611,11242.74,2022-11-21,3
E04668,R&D,Manager,132878,19326.11,2015-11-23,3
E04669,R&D,Engineer,80153,7197.54,2017-06-09,1
E04670,R&D,Manager,115731,15369.72,2022-09-07,3
E04671,R&D,Manager,145917,13915.15,2019-06-06,7
E04672,R&D,Senior Engineer,108723,15946.76,2023-03-25,3
E04673,R&D,Engineer,82279,5607.34,2021-03-07,3
E04674,R&D,Senior Engineer,97455,5137.02,2023-03-13,7
E04675,R&D,Senior Engineer,108335,12838.5,2017-12-10,2
E04676,R&D,Manager,110173,12550.87,2015-07-01,1
E04677,R&D,Manager,129625,8793.42,2024-02-23,2
E04678,R&D,Manager,132146,16398.59,2023-08-16,4
E04679,R&D,Engineer,75256,6322.65,2019-08-12,6
E04680,R&D,Manager,125736,18558.53,2021-06-18,10
E04681,R&D,Manager,134837,7841.17,2023-10-14,5
E04682,R&D,Senior Engineer,110013,9524.21,2025-09-21,2
E04683,R&D,Manager,130737,8218.96,2020-01-11,1
E04684,R&D,Senior Engineer,104594,10279.46,2023-09-21,11
